Wed Apr 21 23:42:37 2021    log1.txt

         62394416 function calls (59451042 primitive calls) in 245.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 _parser.py:1062(_could_be_tzname)
       22    0.000    0.000    0.000    0.000 concurrent.py:52(is_future)
        1    0.000    0.000    0.000    0.000 base_events.py:1766(_add_callback)
        3    0.000    0.000    0.000    0.000 session.py:824(feed_identities)
        3    0.000    0.000    0.000    0.000 builtin_trap.py:46(__exit__)
        2    0.000    0.000    0.000    0.000 {built-in method quit}
       14    0.000    0.000    0.000    0.000 weakref.py:382(__getitem__)
        2    0.000    0.000    0.000    0.000 splitinput.py:53(split_user_input)
       39    0.000    0.000    0.000    0.000 _parser.py:240(<genexpr>)
       13    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        9    0.000    0.000    0.000    0.000 _parser.py:342(hms)
       41    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFDA2E5B810}
        3    0.000    0.000    0.000    0.000 _parser.py:1183(_build_tzaware)
       12    0.000    0.000    0.000    0.000 base_events.py:662(time)
        3    0.000    0.000    0.000    0.000 queues.py:256(get_nowait)
        1    0.000    0.000    0.000    0.000 pyplot.py:136(post_execute)
        1    0.000    0.000    0.000    0.000 commbase.py:350(_remote_callback)
       12    0.000    0.000    0.000    0.000 inputtransformer2.py:106(_find_assign_op)
        2    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        7    0.000    0.000    0.000    0.000 py3compat.py:188(iteritems)
        1    0.000    0.000    0.000    0.000 compilerop.py:115(get_code_name)
        3    0.000    0.000    0.000    0.000 builtin_trap.py:79(deactivate)
        3    0.000    0.000    0.000    0.000 inputtransformer2.py:214(find)
        1    0.000    0.000    0.000    0.000 ipkernel.py:177(_forward_input)
        1    0.000    0.000    0.000    0.000 compilerop.py:54(code_name)
       11    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 payload.py:54(clear_payload)
        3    0.000    0.000    0.000    0.000 _parser.py:1139(_parsems)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       38    0.000    0.000    0.000    0.000 base_events.py:1877(get_debug)
        8    0.000    0.000    0.000    0.000 threading.py:258(_acquire_restore)
       13    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        2    0.000    0.000    0.000    0.000 events.py:104(__init__)
       21    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 kernel.py:492(get_cwd)
        1    0.000    0.000    0.000    0.000 base.py:4(check_arguments)
        2    0.000    0.000    0.000    0.000 prefilter.py:458(check)
      102    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        9    0.000    0.000    0.000    0.000 _parser.py:335(month)
       24    0.000    0.000    0.000    0.000 jsonutil.py:31(_ensure_tzinfo)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       15    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
        6    0.000    0.000    0.000    0.000 queues.py:322(_consume_expired)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 ioloop.py:663(add_future)
       11    0.000    0.000    0.000    0.000 {built-in method utcnow}
        3    0.000    0.000    0.000    0.000 enum.py:611(_missing_)
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        3    0.000    0.000    0.000    0.000 inputtransformer2.py:369(find)
        6    0.000    0.000    0.000    0.000 inputtransformer2.py:79(__call__)
        2    0.000    0.000    0.000    0.000 {built-in method start}
        9    0.000    0.000    0.000    0.000 builtin_trap.py:53(add_builtin)
        3    0.000    0.000    0.000    0.000 _parser.py:401(__init__)
        1    0.000    0.000    0.000    0.000 ipkernel.py:150(init_metadata)
       23    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       24    0.000    0.000    0.000    0.000 base_events.py:506(_check_closed)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:561(dump)
        2    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       12    0.000    0.000    0.000    0.000 traitlets.py:1841(validate)
        2    0.000    0.000    0.000    0.000 zmqstream.py:205(on_send)
        3    0.000    0.000    0.000    0.000 inputtransformer2.py:246(find)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       19    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 kernelbase.py:211(should_handle)
        3    0.000    0.000    0.000    0.000 queues.py:377(_put)
        4    0.000    0.000    0.000    0.000 ioloop.py:532(time)
        3    0.000    0.000    0.000    0.000 {built-in method now}
       12    0.000    0.000    0.000    0.000 zmqstream.py:513(_check_closed)
        1    0.000    0.000    0.000    0.000 commbase.py:399(on_incoming_call)
        2    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        2    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        6    0.000    0.000    0.000    0.000 _parser.py:328(weekday)
        1    0.000    0.000    0.000    0.000 _methods.py:53(_any)
       12    0.000    0.000    0.000    0.000 _parser.py:219(isspace)
        6    0.000    0.000    0.000    0.000 iostream.py:313(set_parent)
        6    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
       16    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:2493(validate)
        3    0.000    0.000    0.000    0.000 _parser.py:1105(_parse_min_sec)
        6    0.000    0.000    0.000    0.000 _parser.py:348(ampm)
        8    0.000    0.000    0.000    0.000 threading.py:255(_release_save)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:595(__init__)
       30    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 inputtransformer2.py:21(leading_empty_lines)
        5    0.000    0.000    0.000    0.000 queues.py:173(qsize)
        3    0.000    0.000    0.000    0.000 _parser.py:386(validate)
        7    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {instance}
       42    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 os.py:740(encodekey)
        2    0.000    0.000    0.000    0.000 interactiveshell.py:2414(find_magic)
       19    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 commbase.py:248(_set_pickle_protocol)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:130(draw_all)
        2    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
       24    0.000    0.000    0.000    0.000 enum.py:664(value)
        3    0.000    0.000    0.000    0.000 inputtransformer2.py:34(leading_indent)
        2    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       13    0.000    0.000    0.000    0.000 zmqstream.py:421(receiving)
        6    0.000    0.000    0.000    0.000 _parser.py:325(jump)
        9    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        9    0.000    0.000    0.000    0.000 traitlets.py:2957(validate_elements)
        2    0.000    0.000    0.000    0.000 queue.py:216(_get)
        1    0.000    0.000    0.000    0.000 numerictypes.py:360(issubdtype)
        1    0.000    0.000    0.000    0.000 __init__.py:1207(is_interactive)
       13    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method setQuitOnLastWindowClosed}
       31    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
       10    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 kernelbase.py:498(init_metadata)
        3    0.000    0.000    0.000    0.000 _parser.py:360(tzoffset)
        2    0.000    0.000    0.000    0.000 prefilter.py:414(check)
        2    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        6    0.000    0.000    0.000    0.000 _parser.py:1067(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _pickle.loads}
       12    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:108(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:96(get_all_fig_managers)
        2    0.000    0.000    0.000    0.000 prefilter.py:482(check)
        1    0.000    0.000    0.000    0.000 manager.py:58(get_comm)
        9    0.000    0.000    0.000    0.000 gen.py:131(_value_from_stopiteration)
        1    0.000    0.000    0.000    0.000 {function CloudPickler.dump at 0x000001C275EA3160}
        6    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ipkernel.py:195(_restore_input)
        8    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       10    0.000    0.000    0.000    0.000 tz.py:74(utcoffset)
        9    0.000    0.000    0.000    0.000 builtin_trap.py:65(remove_builtin)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:1544(push)
       20    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 ipkernel.py:205(execution_count)
        4    0.000    0.000    0.000    0.000 os.py:734(check_str)
        1    0.000    0.000    0.000    0.000 displayhook.py:252(__call__)
        3    0.000    0.000    0.000    0.000 queues.py:380(_get)
        1    0.000    0.000    0.000    0.000 display_trap.py:48(__enter__)
        8    0.000    0.000    0.000    0.000 {built-in method _imp.lock_held}
        1    0.000    0.000    0.000    0.000 __init__.py:686(__getitem__)
       12    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       24    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        3    0.000    0.000    0.000    0.000 inputtransformer2.py:429(find)
       10    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        2    0.000    0.000    0.000    0.000 prefilter.py:426(check)
        2    0.000    0.000    0.000    0.000 numerictypes.py:286(issubclass_)
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_event_loop}
       14    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       14    0.000    0.000    0.000    0.000 typing.py:1149(cast)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       16    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:2634(validate_elements)
        3    0.000    0.000    0.000    0.000 inputtransformer2.py:94(cell_magic)
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        2    0.000    0.000    0.000    0.000 prefilter.py:264(transform_line)
        4    0.000    0.000    0.000    0.000 prefilter.py:234(get_handler_by_name)
       12    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
       13    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 traitlets.py:2251(validate)
        3    0.000    0.000    0.000    0.000 session.py:940(<listcomp>)
        1    0.000    0.000    0.000    0.000 <ipython-input-117-123440cb1158>:1(<module>)
        4    0.000    0.000    0.000    0.000 compilerop.py:166(extra_flags)
        2    0.000    0.000    0.000    0.000 frontendcomm.py:250(__init__)
        1    0.000    0.000    0.000    0.000 display_trap.py:61(set)
        2    0.000    0.000    0.000    0.000 queue.py:212(_put)
        2    0.000    0.000    0.000    0.000 hooks.py:103(__call__)
        3    0.000    0.000    0.000    0.000 _parser.py:488(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        1    0.000    0.000    0.000    0.000 interactiveshell.py:234(softspace)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:2669(user_expressions)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3214(transform_ast)
       10    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'is_finite' of 'decimal.Decimal' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:2038(validate)
        3    0.000    0.000    0.000    0.000 session.py:859(<listcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 history.py:741(store_output)
        8    0.000    0.000    0.000    0.000 gen.py:251(<lambda>)
        3    0.000    0.000    0.000    0.000 locks.py:228(clear)
        1    0.000    0.000    0.000    0.000 ivp.py:28(prepare_events)
        1    0.000    0.000    0.000    0.000 display_trap.py:54(__exit__)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        3    0.000    0.000    0.000    0.000 queues.py:177(empty)
        3    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 logger.py:167(log)
        3    0.000    0.000    0.000    0.000 {built-in method _operator._compare_digest}
        4    0.000    0.000    0.000    0.000 interactiveshell.py:1278(user_global_ns)
        3    0.000    0.000    0.000    0.000 zmqstream.py:309(_finish_flush)
        3    0.000    0.000    0.000    0.000 _parser.py:366(convertyear)
        4    0.000    0.000    0.000    0.000 traitlets.py:2175(validate)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:1078(_clear_warning_registry)
        1    0.000    0.000    0.000    0.000 displayhook.py:70(check_for_underscore)
        3    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 payload.py:51(read_payload)
        2    0.000    0.000    0.000    0.000 interactiveshell.py:3334(compare)
        2    0.000    0.000    0.000    0.000 py3compat.py:26(cast_unicode)
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method setSingleShot}
        2    0.000    0.000    0.000    0.000 prefilter.py:440(check)
        3    0.000    0.000    0.000    0.000 _parser.py:408(has_year)
        2    0.000    0.000    0.000    0.000 zmqstream.py:278(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 kernelbase.py:408(<lambda>)
        2    0.000    0.000    0.000    0.000 ipstruct.py:125(__getattr__)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:294(__init__)
        3    0.000    0.000    0.000    0.000 queues.py:59(_set_timeout)
        1    0.000    0.000    0.000    0.000 commbase.py:160(get_comm_id_list)
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
        1    0.000    0.000    0.000    0.000 ipkernel.py:164(finish_metadata)
        2    0.000    0.000    0.000    0.000 prefilter.py:147(transformers)
        2    0.000    0.000    0.000    0.000 prefilter.py:183(checkers)
        1    0.000    0.000    0.000    0.000 commbase.py:176(is_open)
        2    0.000    0.000    0.000    0.000 prefilter.py:549(handle)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:2002(_validate_bounds)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:673(<setcomp>)
        3    0.000    0.000    0.000    0.000 _parser.py:192(__iter__)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:322(success)
        2    0.000    0.000    0.000    0.000 zmqstream.py:48(stack_context_wrap)
        1    0.000    0.000    0.000    0.000 display_trap.py:67(unset)
        1    0.000    0.000    0.000    0.000 compilerop.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 logger.py:187(log_write)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 traitlets.py:2504(validate_elements)
        1    0.000    0.000    0.000
